罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,現金被害の有無
窃盗,車上ねらい,ひたちなか,那珂湊警察センター所在地,082210,茨城県,ひたちなか市,船窪,2021-05-22,19,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,ひたちなか,那珂湊警察センター所在地,082210,茨城県,ひたちなか市,新光町,2021-03-28,04,その他,その他,施錠せず,あり
窃盗,車上ねらい,ひたちなか,那珂湊警察センター所在地,082210,茨城県,ひたちなか市,新光町,2021-04-23,16,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,ひたちなか,那珂湊警察センター所在地,082210,茨城県,ひたちなか市,新光町,2021-05-07,21,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,ひたちなか,阿字ヶ浦駐在所,082210,茨城県,ひたちなか市,阿字ケ浦町,2021-10-18,05,道路上,その他,施錠した,あり
窃盗,車上ねらい,ひたちなか,馬渡交番,082210,茨城県,ひたちなか市,大字馬渡,2021-12-04,23,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神栖,土合地区交番,082325,茨城県,神栖市,太田新町２丁目,2021-01-12,20,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,神栖,土合地区交番,082325,茨城県,神栖市,須田,2021-09-06,12,道路上,その他,施錠した,あり
窃盗,車上ねらい,神栖,土合地区交番,082325,茨城県,神栖市,須田,2021-11-02,10,道路上,その他,施錠した,なし
窃盗,車上ねらい,神栖,土合地区交番,082325,茨城県,神栖市,土合本町５丁目,2021-12-18,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,神栖,土合地区交番,082325,茨城県,神栖市,矢田部,2021-08-18,09,道路上,その他,施錠した,なし
窃盗,車上ねらい,神栖,土合地区交番,082325,茨城県,神栖市,矢田部,2021-09-17,13,その他,その他,施錠した,なし
窃盗,車上ねらい,神栖,土合地区交番,082325,茨城県,神栖市,矢田部,2021-10-22,00,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,神栖,土合地区交番,082325,茨城県,神栖市,矢田部,2021-10-24,05,道路上,その他,施錠した,なし
窃盗,車上ねらい,神栖,土合地区交番,082325,茨城県,神栖市,矢田部,2021-10-25,14,道路上,その他,施錠した,なし
窃盗,車上ねらい,神栖,土合地区交番,082325,茨城県,神栖市,矢田部,2021-10-25,14,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,神栖,土合地区交番,082325,茨城県,神栖市,柳川,2021-10-24,05,道路上,その他,施錠した,なし
窃盗,車上ねらい,神栖,土合地区交番,082325,茨城県,神栖市,柳川,2021-12-18,16,その他の住宅（３階建て以下共同住宅等）,その他,施錠した,なし
窃盗,車上ねらい,神栖,土合地区交番,082325,茨城県,神栖市,柳川,2021-12-19,02,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,神栖,波崎交番,082325,茨城県,神栖市,波崎,2021-05-30,10,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,神栖,波崎交番,082325,茨城県,神栖市,波崎,2021-06-08,15,道路上,その他,施錠した,なし
窃盗,車上ねらい,神栖,波崎交番,082325,茨城県,神栖市,波崎,2021-07-08,05,その他,その他,施錠した,あり
窃盗,車上ねらい,神栖,波崎交番,082325,茨城県,神栖市,波崎,2021-07-24,13,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,神栖,波崎交番,082325,茨城県,神栖市,波崎,2021-08-18,10,その他,その他,施錠した,なし
窃盗,車上ねらい,神栖,波崎交番,082325,茨城県,神栖市,波崎,2021-10-09,05,道路上,その他,施錠せず,あり
窃盗,車上ねらい,神栖,知手浜交番,082325,茨城県,神栖市,知手,2021-12-18,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,神栖,知手浜交番,082325,茨城県,神栖市,知手中央１丁目,2021-07-19,18,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,神栖,知手浜交番,082325,茨城県,神栖市,知手中央３丁目,2021-06-24,21,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神栖,知手浜交番,082325,茨城県,神栖市,知手中央３丁目,2021-12-18,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,神栖,知手浜交番,082325,茨城県,神栖市,東和田,2021-03-19,08,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神栖,知手浜交番,082325,茨城県,神栖市,日川,2021-06-29,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,神栖,知手浜交番,082325,茨城県,神栖市,日川,2021-07-01,05,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,神栖,知手浜交番,082325,茨城県,神栖市,日川,2021-07-02,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,神栖,知手浜交番,082325,茨城県,神栖市,日川,2021-07-21,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神栖,神之池交番,082325,茨城県,神栖市,息栖,2021-07-04,04,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神栖,神之池交番,082325,茨城県,神栖市,息栖,2021-11-16,10,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神栖,神之池交番,082325,茨城県,神栖市,大野原１丁目,2021-07-23,13,道路上,その他,施錠せず,なし
窃盗,車上ねらい,神栖,神之池交番,082325,茨城県,神栖市,大野原１丁目,2021-12-04,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,神栖,神之池交番,082325,茨城県,神栖市,賀,2021-07-20,00,道路上,その他,施錠した,なし
窃盗,車上ねらい,神栖,神之池交番,082325,茨城県,神栖市,木崎,2021-05-27,05,道路上,その他,施錠した,なし
窃盗,車上ねらい,神栖,神之池交番,082325,茨城県,神栖市,木崎,2021-07-24,14,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,神栖,神之池交番,082325,茨城県,神栖市,高浜,2021-07-30,17,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,神栖,神之池交番,082325,茨城県,神栖市,平泉,2021-01-02,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,神栖,神之池交番,082325,茨城県,神栖市,深芝,2021-07-19,17,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,つくば,つくば北警察センター所在地,082201,茨城県,つくば市,北条,2021-07-25,09,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,つくば,つくば駅前交番,082201,茨城県,つくば市,吾妻２丁目,2021-10-08,15,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,つくば,つくば駅前交番,082201,茨城県,つくば市,吾妻３丁目,2021-10-23,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,つくば,つくば駅前交番,082201,茨城県,つくば市,天久保１丁目,2021-05-08,14,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,つくば,つくば駅前交番,082201,茨城県,つくば市,天久保２丁目,2021-09-05,19,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,つくば,つくば駅前交番,082201,茨城県,つくば市,天久保３丁目,2021-07-07,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,つくば,つくば駅前交番,082201,茨城県,つくば市,竹園２丁目,2021-05-07,18,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,つくば,つくば駅前交番,082201,茨城県,つくば市,竹園２丁目,2021-07-28,21,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,つくば,つくば駅前交番,082201,茨城県,つくば市,春日１丁目,2021-09-10,19,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,つくば,つくば駅前交番,082201,茨城県,つくば市,春日４丁目,2021-02-09,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,つくば,つくば駅前交番,082201,茨城県,つくば市,春日４丁目,2021-05-08,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,つくば,つくば駅前交番,082201,茨城県,つくば市,春日４丁目,2021-08-11,22,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,つくば,万博記念公園駅前駐在所,082201,茨城県,つくば市,上河原崎,2021-03-19,18,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,つくば,万博記念公園駅前駐在所,082201,茨城県,つくば市,真瀬,2021-02-20,16,その他,その他,施錠した,あり
窃盗,車上ねらい,つくば,万博記念公園駅前駐在所,082201,茨城県,つくば市,真瀬,2021-03-18,18,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,つくば,並木交番,082201,茨城県,つくば市,上広岡,2021-01-27,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,つくば,並木交番,082201,茨城県,つくば市,下広岡,2021-01-23,13,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,つくば,並木交番,082201,茨城県,つくば市,下広岡,2021-04-16,08,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,つくば,並木交番,082201,茨城県,つくば市,千現１丁目,2021-12-28,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,つくば,吉沼駐在所,082201,茨城県,つくば市,吉沼,2021-06-02,17,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,つくば,吉沼駐在所,082201,茨城県,つくば市,大久保,2021-04-08,16,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,つくば,小田駐在所,082201,茨城県,つくば市,大形,2020-01-01,19,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,つくば,小田駐在所,082201,茨城県,つくば市,小和田,2021-10-12,06,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,つくば,松代交番,082201,茨城県,つくば市,二の宮１丁目,2021-12-28,11,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,つくば,松代交番,082201,茨城県,つくば市,二の宮３丁目,2021-12-28,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,つくば,松代交番,082201,茨城県,つくば市,二の宮３丁目,2021-12-28,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,つくば,松代交番,082201,茨城県,つくば市,二の宮４丁目,2021-01-10,22,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,つくば,松代交番,082201,茨城県,つくば市,二の宮４丁目,2021-12-28,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,つくば,松代交番,082201,茨城県,つくば市,東新井,2021-04-18,21,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,つくば,松代交番,082201,茨城県,つくば市,松代１丁目,2021-01-31,09,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,つくば,松代交番,082201,茨城県,つくば市,松代３丁目,2021-07-06,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,つくば,松代交番,082201,茨城県,つくば市,松野木,2021-01-10,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,つくば,柴崎駐在所,082201,茨城県,つくば市,古来,2021-02-02,19,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,つくば,柴崎駐在所,082201,茨城県,つくば市,桜３丁目,2021-08-04,07,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,つくば,研究学園交番,082201,茨城県,つくば市,西平塚,2021-06-21,18,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,つくば,研究学園交番,082201,茨城県,つくば市,学園の森３丁目,2021-12-29,15,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,つくば,研究学園交番,082201,茨城県,つくば市,学園南１丁目,2021-06-22,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,つくば,研究学園交番,082201,茨城県,つくば市,学園南２丁目,2021-04-27,17,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,つくば,筑穂交番,082201,茨城県,つくば市,要,2020-12-26,14,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,つくば,筑穂交番,082201,茨城県,つくば市,要,2021-02-25,12,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,つくば,筑穂交番,082201,茨城県,つくば市,篠崎,2021-08-16,16,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,つくば,茎崎交番,082201,茨城県,つくば市,高見原１丁目,2021-01-14,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,つくば,茎崎交番,082201,茨城県,つくば市,高見原１丁目,2021-05-12,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,つくば,茎崎交番,082201,茨城県,つくば市,細見,2021-06-08,23,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,つくば,谷田部地区交番,082201,茨城県,つくば市,上横場,2021-01-09,10,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,つくば,谷田部地区交番,082201,茨城県,つくば市,上横場,2021-02-05,18,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,つくば,谷田部地区交番,082201,茨城県,つくば市,上横場,2021-05-19,20,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,つくば,谷田部地区交番,082201,茨城県,つくば市,谷田部,2021-03-01,14,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,つくば,谷田部地区交番,082201,茨城県,つくば市,谷田部,2021-03-17,18,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,つくば,谷田部地区交番,082201,茨城県,つくば市,谷田部,2021-03-31,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,つくば,谷田部地区交番,082201,茨城県,つくば市,谷田部,2021-03-31,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,つくば,谷田部地区交番,082201,茨城県,つくば市,谷田部,2021-03-31,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,つくば,谷田部地区交番,082201,茨城県,つくば市,谷田部,2021-05-06,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,つくば,谷田部地区交番,082201,茨城県,つくば市,谷田部,2021-07-29,22,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,つくば,谷田部地区交番,082201,茨城県,つくば市,谷田部,2021-10-29,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,つくば,谷田部地区交番,082201,茨城県,つくば市,みどりの１丁目,2021-10-19,16,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,つくば,谷田部地区交番,082201,茨城県,つくば市,みどりの１丁目,2021-11-01,23,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,つくば,谷田部地区交番,082201,茨城県,つくば市,みどりの２丁目,2021-05-27,01,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,つくば,谷田部地区交番,082201,茨城県,つくば市,みどりの東,2021-10-29,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,つくば,谷田部地区交番,082201,茨城県,つくば市,みどりの東,2021-10-29,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,つくば,谷田部地区交番,082201,茨城県,つくば市,陣場,2021-10-30,01,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,つくば,豊里駐在所,082201,茨城県,つくば市,高野,2021-01-31,16,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,つくば,豊里駐在所,082201,茨城県,つくば市,東光台１丁目,2021-07-03,22,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,つくば,豊里駐在所,082201,茨城県,つくば市,中東原新田,2021-06-25,06,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,つくば,豊里駐在所,082201,茨城県,つくば市,沼崎,2021-03-28,11,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,つくば,豊里駐在所,082201,茨城県,つくば市,緑ケ原１丁目,2021-06-24,18,その他,その他,施錠せず,なし
窃盗,車上ねらい,つくば,豊里駐在所,082201,茨城県,つくば市,豊里の杜２丁目,2021-09-10,15,その他,その他,施錠せず,なし
窃盗,車上ねらい,つくば,赤塚交番,082201,茨城県,つくば市,梅園２丁目,2021-01-14,07,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,つくば,赤塚交番,082201,茨城県,つくば市,梅園２丁目,2021-05-14,19,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,つくば,赤塚交番,082201,茨城県,つくば市,赤塚,2021-09-24,19,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,つくば,赤塚交番,082201,茨城県,つくば市,稲荷前,2021-10-20,13,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,つくば,赤塚交番,082201,茨城県,つくば市,稲荷前,2021-10-20,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,つくば,赤塚交番,082201,茨城県,つくば市,高野台３丁目,2021-07-16,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,つくば,赤塚交番,082201,茨城県,つくば市,南中妻,2021-02-05,10,その他,駐車（輪）場,施錠した,なし
